Date,CRUDE_DUBAI,NGAS_US,COCOA,COFFEE_ARABIC,TEA_AVG,COCONUT_OIL,PALM_OIL,BEEF,SUGAR_EU,ALUMINUM,IRON_ORE,COPPER,LEAD,Tin,NICKEL,Zinc,GOLD,PLATINUM,SILVER,RICE_05,ORANGE,TOBAC_US
1999M04,14.96,2.15,1.18,2.25,1.72,827,509,1.72,0.59,1278.2,27.59,1466,519.3,5393,5102.63,1019,282.62,357.15,5.06,235.5,0.45,3006.36
1999M05,15.3,2.25,1.07,2.45,1.92,874,475,1.73,0.59,1323.46,27.59,1511.16,541.5,5649.2,5399.34,1040.3,276.44,356.01,5.26,244.25,0.44,3041.54
1999M06,15.52,2.3,1.16,2.36,1.8,796,392,1.72,0.58,1315.31,27.59,1422.48,496.1,5265.9,5195,1000.5,261.31,356.78,5.03,253.8,0.48,3041.54
1999M07,17.88,2.31,1.11,2.09,1.89,656,319,1.78,0.58,1403.76,27.59,1640,495.8,5230,5700.11,1072.1,256.08,349.06,5.18,259,0.46,3044.28
1999M08,19.34,2.79,1,2.01,1.82,684,354,1.92,0.59,1431.32,27.59,1647.62,503.1,5230.2,6448.69,1130.6,256.69,350.06,5.26,244.5,0.49,3007.82
1999M09,21.84,2.54,1.06,1.86,2.01,704,388,1.87,0.59,1492.48,27.59,1750.34,507.3,5342.5,7028.41,1193.8,264.74,370.93,5.21,229.25,0.47,3034.31
1999M10,21.26,2.72,1.02,2.08,2.06,690,381,1.85,0.61,1474.41,27.59,1724.12,497.1,5430.7,7321.19,1148.7,310.72,421.14,5.41,217,0.52,2929.71
1999M11,23.05,2.36,0.92,2.5,1.95,703,370,1.93,0.59,1472.76,27.59,1727.55,478.3,5842.1,7949.55,1147.2,293.18,434.02,5.15,228,0.34,2961.74
1999M12,23.63,2.36,0.92,2.74,1.86,703,354,1.94,0.59,1554.48,27.59,1764.75,479.1,5721.3,8083.38,1183.8,283.07,439.13,5.16,233.75,0.34,3083.62
2000M01,23.28,2.42,0.92,2.45,1.85,654,348,1.95,0.6,1680.28,28.79,1843.98,472.1,5927.8,8309.5,1178.8,284.32,441,5.19,241.4,0.35,3038.81
2000M02,24.68,2.65,0.86,2.28,1.81,591,332,1.96,0.59,1670.27,28.79,1800.83,452.4,5642.1,9653.33,1094.9,299.86,519.71,5.25,241,0.32,2985.46
2000M03,25.08,2.79,0.93,2.22,1.75,552,349,1.98,0.58,1577.05,28.79,1739.39,441.3,5457.8,10280.11,1116.4,286.39,479.33,5.06,225.75,0.3,3030.14
2000M04,22.03,3.03,0.91,2.09,1.79,550,372,1.98,0.58,1457.14,28.79,1678.75,421.1,5384.4,9727.5,1127.6,279.69,497.55,5.06,214.75,0.34,3048.4
2000M05,25.39,3.58,0.92,2.08,1.98,481,324,1.99,0.55,1466.79,28.79,1785.62,412.1,5451.2,10130.24,1156.9,275.19,525.89,4.98,198.6,0.41,2985.18
2000M06,27.32,4.28,0.95,1.91,1.86,437,315,1.93,0.55,1506.31,28.79,1753.18,419.6,5456.8,8410.91,1117.9,285.73,559.73,5,196,0.43,2969.94
2000M07,26.03,3.96,0.97,1.93,2.05,400,312,1.9,0.55,1563.5,28.79,1799.36,452.1,5343.8,8164.41,1136.2,281.59,560.29,4.97,189,0.4,2934.73
2000M08,27.05,4.41,0.89,1.7,1.95,371,306,1.89,0.55,1527.63,28.79,1855.86,473.1,5304.8,8006.71,1169.8,274.47,577.61,4.89,186.5,0.39,2970.09
2000M09,29.74,5.06,0.88,1.67,1.96,332,288,1.81,0.52,1601.21,28.79,1960.41,487.1,5474.3,8637.98,1224.4,273.68,591.9,4.89,179,0.36,2938.45
2000M10,30.22,5.02,0.88,1.69,1.89,340,255,1.82,0.53,1500.24,28.79,1898.59,486.1,5282.3,7678.07,1095.9,270,579.72,4.83,187.5,0.38,2970.72
2000M11,30.1,5.55,0.88,1.58,1.82,367,257,1.97,0.52,1473.86,28.79,1795.11,468,5269.5,7339.77,1059,266.01,593.34,4.68,185,0.36,2948.7
2000M12,22.09,8.95,0.89,1.46,1.8,329,265,1.93,0.53,1565.41,28.79,1850.55,462.3,5233.7,7314.34,1059.8,271.45,609.5,4.64,184.25,0.31,2893.94
2001M01,22.69,8.17,1,1.45,1.85,319,254,1.93,0.53,1615.65,30.03,1787.5,478.1,5170.5,6994.77,1033.1,265.49,620.47,4.66,184.4,0.35,2909.81
2001M02,24.74,5.63,0.89,1.48,1.7,285,240,1.92,0.53,1604.36,30.03,1765.65,501.8,5121.8,6524.13,1020.9,261.87,600.92,4.56,184.5,0.41,2975.29
2001M03,23.43,5.16,1.12,1.47,1.58,289,254,1.98,0.53,1509.17,30.03,1738.77,498.4,5046.4,6133.52,1004.7,263.03,584.23,4.4,175,0.55,3032.72
2001M04,24.09,5.17,1.08,1.46,1.6,293,251,1.98,0.56,1496.91,30.03,1664.16,477.5,4949.2,6329.87,969.4,260.48,594.86,4.37,163.75,0.63,3032.72
2001M05,25.58,4.21,1.08,1.53,1.59,295,234,2.01,0.52,1538.77,30.03,1682.21,466.7,4945,7060.83,938,272.36,610.7,4.43,164.33,0.73,3060.66
2001M06,25.61,3.71,0.97,1.41,1.61,317,255,2.05,0.51,1466.13,30.03,1608.45,444.1,4828.3,6641.19,894.9,270.23,579.72,4.37,168,0.83,3050.33
2001M07,23.43,3.1,0.97,1.29,1.68,358,330,2.12,0.52,1416.39,30.03,1525.21,461.6,4350.9,5937.05,852.4,267.53,530.84,4.25,169.4,0.96,3065.2
2001M08,24.32,2.95,1.03,1.32,1.58,363,362,2.21,0.53,1377.08,30.03,1464.43,483,3895.7,5520.8,828.1,272.39,451.7,4.22,168.25,0.78,3047.8
2001M09,23.96,2.15,1.02,1.28,1.53,322,310,2.36,0.53,1344.56,30.03,1426.33,464.8,3694.5,5027,798.6,283.42,457.9,4.35,173,0.58,3049.57
2001M10,19.54,2.45,1.08,1.24,1.45,307,277,2.27,0.53,1282.5,30.03,1377.28,468.1,3750.7,4825.33,761.5,283.06,431.39,4.4,170.6,0.42,2992.43
2001M11,17.53,2.36,1.23,1.3,1.49,330,323,2.28,0.53,1327.46,30.03,1427.73,486.5,4041.8,5078.41,772.9,276.16,429.89,4.12,173.5,0.47,2965.41
2001M12,17.64,2.41,1.34,1.25,1.51,339,359.5,2.16,0.53,1344.63,30.03,1471.74,483.3,4018.5,5263.82,754.7,275.85,461.73,4.37,179.33,0.43,2873.44
2002M01,18.29,2.25,1.39,1.28,1.47,362,373.8,2.21,0.52,1368.59,29.31,1503.96,513.1,3861.9,6043.18,793.2,281.51,472.11,4.51,191.75,0.44,2840.58
2002M02,18.91,2.31,1.49,1.3,1.45,376,352.98,2.23,0.52,1369.34,29.31,1561.9,480,3730.8,6029.25,771.3,295.5,471.15,4.42,195.33,0.45,2785.51
2002M03,22.85,3.03,1.59,1.42,1.42,366,359,2.35,0.52,1405,29.31,1604.88,480.2,3842.8,6537.5,819.3,294.06,512.05,4.54,189,0.59,2756.25
2002M04,24.41,3.42,1.57,1.44,1.48,411,360.07,2.25,0.53,1369.99,29.31,1590.33,472.4,4023.6,6958.21,808.2,302.68,539.2,4.58,190.2,0.58,2733.82
2002M05,24.59,3.49,1.6,1.35,1.46,420,384.91,2.12,0.53,1343.3,29.31,1595.68,451.9,4149.8,6761.36,769.5,314.49,533.85,4.7,197.5,0.64,2766.3
2002M06,23.83,3.22,1.66,1.29,1.54,446,426.13,2.06,0.54,1353.97,29.31,1647.53,440,4286.1,7119.86,767.1,321.18,554.7,4.9,202.67,0.64,2775.45
2002M07,24.57,2.98,1.87,1.25,1.58,445,422.22,2.13,0.57,1338.09,29.31,1589.46,446.1,4331.3,7142.72,794.9,313.29,526.2,4.92,199.6,0.65,2770.95
2002M08,25.32,3.09,1.96,1.2,1.52,443,446.09,2.1,0.56,1291.6,29.31,1479.55,423.2,3834,6717.14,747.6,310.26,544.84,4.54,190.33,0.64,2722.29
2002M09,26.83,3.57,2.16,1.34,1.58,410,424.76,2.04,0.57,1301.25,29.31,1478.71,421.3,3957.4,6640.24,756.2,319.14,556.33,4.55,186.6,0.63,2670.53
2002M10,26.18,4.12,2.2,1.45,1.58,434,427.24,1.9,0.57,1310.58,29.31,1483.76,418.2,4241.5,6804.46,754.7,316.56,580.2,4.4,186.25,0.61,2687.8
2002M11,23.16,4.04,1.81,1.54,1.52,457,465.02,1.91,0.58,1372.2,29.31,1582.29,442.2,4230,7313.93,765.3,319.07,588.1,4.51,186.75,0.48,2706.18
2002M12,25.7,4.74,2.03,1.41,1.48,482,488.52,2.01,0.58,1375.07,29.31,1595.68,443.6,4236.8,7193.16,797.7,331.92,595.44,4.63,186.5,0.43,2718.02
2003M01,28.05,5.41,2.18,1.45,1.52,494,486.11,2.04,0.59,1378.28,31.95,1647.66,444.66,4435.68,8026.02,781.41,356.86,627.91,4.81,200.75,0.55,2655.74
2003M02,30.2,7.77,2.28,1.46,1.47,477,476.95,1.99,0.59,1422.16,31.95,1683.8,475.83,4570.75,8623,785.15,358.97,681.7,4.66,198.75,0.51,2651.2
2003M03,27.42,5.95,1.95,1.36,1.39,441,453.55,2.02,0.58,1389.27,31.95,1658.98,456.67,4604.52,8378.81,790.95,340.55,674.33,4.53,197,0.63,2660.52
2003M04,23.43,5.29,1.92,1.43,1.44,421,443.02,1.97,0.58,1332.01,31.95,1587.48,437.38,4565.75,7910.13,754.65,328.18,624.91,4.49,195,0.67,2617.64
2003M05,24.25,5.84,1.74,1.46,1.46,440,453.82,1.88,0.59,1398.49,31.95,1648.28,463.5,4736.75,8330.63,775.65,355.68,650.36,4.74,198,0.68,2589.74
2003M06,25.5,5.77,1.57,1.35,1.49,459,466.21,1.87,0.61,1409.85,31.95,1686.5,468.02,4694.76,8874.76,790.69,356.35,661.67,4.53,203.4,0.72,2589.77
2003M07,26.63,5.01,1.56,1.39,1.63,439,457.72,1.91,0.59,1436.09,31.95,1710,514.78,4739.35,8797.39,827.54,351.02,681.52,4.8,198.5,0.75,2625.1
2003M08,27.62,4.97,1.55,1.41,1.53,421,439.36,2.11,0.58,1456.31,31.95,1760.28,496.53,4822.5,9351.38,817.88,359.77,692.19,4.99,195,0.79,2674.65
2003M09,25.27,4.61,1.64,1.46,1.53,431,440.91,2.27,0.59,1415.57,31.95,1789.52,521.27,4911.59,9965.34,818.18,378.95,705.25,5.17,197.6,0.78,2687.01
2003M10,27.13,4.64,1.48,1.42,1.6,487,515.07,2.33,0.61,1474.25,31.95,1920.54,587.33,5236.74,11047.17,897.96,378.92,732.48,5,195.75,0.84,2685.64
2003M11,27.5,4.53,1.51,1.37,1.56,515,548,2.59,0.61,1508.34,31.95,2055.43,622.33,5362.75,12086.5,914.53,389.91,760.38,5.18,193.4,0.66,2642.11
2003M12,27.86,6.13,1.63,1.43,1.57,583,539.72,2.55,0.64,1554.91,31.95,2201.29,692.07,6057.62,14162.5,977.76,406.95,807.87,5.63,198.25,0.58,2674.11
2004M01,28.68,6.09,1.63,1.6,1.54,584,527.23,2.54,0.67,1606.49,37.9,2423.57,758.38,6485,15326.55,1017,413.79,849.93,6.3,212.75,0.72,2768.31
2004M02,28.4,5.38,1.57,1.68,1.56,642,564.13,2.39,0.68,1685.63,37.9,2759.53,888.48,6672.75,15145.13,1087.68,404.88,846.32,6.44,213.25,0.83,2779.65
2004M03,30.46,5.4,1.5,1.72,1.51,685,583.52,2.34,0.67,1655.99,37.9,3008.72,886.48,7619.78,13715,1105.78,406.67,899.76,7.23,237.8,0.93,2773.99
2004M04,31.07,5.72,1.44,1.66,1.67,736,575.05,2.43,0.66,1729.74,37.9,2948.73,753.68,8955.75,12848.13,1032.73,403.26,880.64,7.15,240.75,0.86,2765.33
2004M05,34.47,6.34,1.42,1.7,1.67,716,537.17,2.68,0.65,1623.22,37.9,2733.5,808.9,9459.47,11118.29,1028.29,383.78,809.83,5.87,232,0.87,2769.73
2004M06,33.41,6.27,1.4,1.81,1.67,658,471.2,2.76,0.67,1677.72,37.9,2686.71,870.32,9204.77,13533.52,1021.46,392.37,807.55,5.86,229,0.92,2768.78
2004M07,34.48,5.93,1.56,1.65,1.71,669,454.77,2.81,0.67,1709.27,37.9,2808.43,939.59,9044.32,15023.3,988.32,398.09,809.52,6.31,230.75,0.99,2732.03
2004M08,38.3,5.4,1.73,1.62,1.77,627,458.14,2.92,0.67,1692.19,37.9,2846.1,921.81,9021.91,13679.52,975.81,400.51,848.68,6.66,239,0.94,2723.65
2004M09,35.48,5.14,1.55,1.77,1.8,657,468.09,2.93,0.66,1723.6,37.9,2894.86,935.46,9019.55,13270.91,975.18,405.28,847.89,6.4,235.25,0.9,2675.17
2004M10,37.58,6.41,1.48,1.78,1.79,642,451.26,2.79,0.66,1819.57,37.9,3012.24,932.76,9045.24,14404.29,1064.95,420.46,841.43,7.1,244,0.92,2705.79
2004M11,34.88,6.09,1.66,1.99,1.78,659,454.61,2.77,0.68,1813.9,37.9,3122.8,967.8,9070.46,14045.46,1095.64,439.38,854.41,7.49,259.2,0.72,2711.83
2004M12,34.26,6.58,1.66,2.3,1.73,654,446.2,2.71,0.71,1849.18,37.9,3145.45,974.91,8553.81,13768.81,1180.21,442.08,848.24,7.09,278.25,0.69,2708.32
2005M01,37.81,6.15,1.55,2.36,1.62,646,418.86,2.69,0.69,1834.43,65,3170,953.15,7735.75,14505,1246.38,424.03,859.07,6.62,287,0.64,2695.58
2005M02,40.94,6.14,1.63,2.66,1.59,646,422.63,2.7,0.69,1882.85,65,3253.7,977.55,8088.75,15349.5,1326.18,423.35,864.32,7.03,290,0.74,2734.03
2005M03,45.58,6.97,1.76,2.98,1.59,710,458.13,2.75,0.7,1979.85,65,3379.49,1004,8407.39,16190.65,1372.15,433.85,866.83,7.23,292.75,1.11,2769.41
2005M04,47.1,7.15,1.59,2.86,1.73,679,457.86,2.74,0.69,1894.29,65,3394.48,985.76,8143.81,16141.91,1300.14,429.23,864.86,7.12,297.25,1.17,2787.21
2005M05,45,6.47,1.51,2.83,1.61,647,450,2.77,0.68,1743.7,65,3249.1,988.08,8125,16931.5,1243.63,421.87,866.23,7.02,293.8,1.1,2795.6
2005M06,50.98,7.19,1.54,2.67,1.64,638.75,451.7,2.78,0.67,1731.3,65,3524.07,986.07,7618.86,16159.55,1275.73,430.66,880.09,7.31,285,0.93,2817.64
2005M07,52.85,7.63,1.49,2.42,1.69,606,454.52,2.81,0.64,1778.79,65,3614.21,854.48,7169.29,14580.71,1194.43,424.48,873.67,7.01,276.75,0.75,2791.86
2005M08,56.63,9.63,1.48,2.39,1.65,550,448.48,2.76,0.66,1867.84,65,3797.75,887.02,7188.86,14892.73,1298.39,437.93,898.43,7.03,282.8,0.76,2746.68
2005M09,56.54,12.88,1.5,2.19,1.66,559,453.64,2.75,0.66,1839.91,65,3857.84,933.07,6783.86,14228.18,1397.52,456.05,914.64,7.15,285.25,0.75,2760.73
2005M10,53.67,13.52,1.46,2.32,1.69,587,467.5,2.7,0.64,1928.71,65,4059.76,1004.76,6422.86,12402.86,1488.38,469.9,931,7.67,286.4,0.82,2770.56
2005M11,51.31,10.43,1.44,2.38,1.65,582,466.7,2.7,0.63,2050.59,65,4269.34,1018.41,6160,12115.68,1610.93,476.67,962.61,7.87,277.75,0.88,2860.43
2005M12,53.13,12.83,1.51,2.33,1.65,553,456.75,2.65,0.64,2247.45,65,4576.78,1124.08,6713.5,13429.25,1821.83,510.1,976.59,8.63,280.5,0.85,2946.09
2006M01,58.31,8.66,1.57,2.74,1.7,569,459.05,2.62,0.65,2377.86,67.2,4734.33,1256.33,7051.43,14555.24,2090.31,549.86,1026.05,9.14,291.25,0.85,2917.21
2006M02,57.58,7.49,1.55,2.63,1.92,591,473.9,2.65,0.64,2455.33,65.2,4982.4,1277.05,7826.25,14978.75,2219.38,555,1041.5,9.53,301.5,0.82,2895.37
2006M03,57.65,6.9,1.55,2.51,1.75,575,472.52,2.62,0.64,2429.13,66.7,5102.85,1192.09,7939.57,14897.39,2416.91,557.09,1041.09,10.38,303.5,0.81,2828.38
2006M04,64.06,7.09,1.55,2.54,1.9,578,475.9,2.6,0.65,2621.11,67.3,6387.78,1170.42,8853.06,17942.22,3084.78,610.65,1098.75,12.61,302.25,0.8,2824.88
2006M05,64.91,6.2,1.6,2.41,1.89,583,483.72,2.62,0.68,2861.48,67.3,8045.86,1166.86,8837.38,21077.14,3565.69,675.39,1260.83,13.38,308,0.8,2831.11
2006M06,65.08,6.19,1.61,2.27,1.98,575,478.16,2.57,0.67,2477.34,69.3,7197.61,963.86,7896.36,20754.55,3225.68,596.15,1188.55,10.8,312.5,0.67,2854.88
2006M07,69.05,6.25,1.68,2.31,2,583.25,499.21,2.62,0.63,2512.71,70.5,7712.1,1052.38,8418.57,26586.19,3339.86,633.71,1228.83,11.23,315.4,0.73,2955.27
2006M08,68.78,7,1.62,2.46,1.95,606,534.26,2.66,0.64,2459.93,69.8,7695.66,1174.14,8502.05,30743.64,3347.3,632.59,1233.52,12.19,312.67,0.83,3038.08
2006M09,59.77,4.86,1.57,2.42,1.91,609,511.24,2.68,0.63,2472.88,70,7602.36,1342.38,9039.29,30130.71,3403.02,598.19,1183.6,11.68,309.2,0.88,3119.58
2006M10,56.5,5.96,1.53,2.44,1.85,626,514.18,2.69,0.63,2654.59,71.7,7500.39,1531.14,9768.18,32702.96,3822.96,585.78,1082.45,11.56,301,1.04,3152.8
2006M11,56.82,7.45,1.58,2.7,1.79,656,571.57,2.77,0.64,2702.8,73.5,7029.18,1624.52,10079.09,32113.86,4382.23,627.83,1183,12.93,296.25,0.93,3149.23
2006M12,58.67,6.58,1.71,2.83,1.83,731.67,625.88,2.7,0.66,2813.63,73.5,6675.11,1725.5,11158.68,34570.26,4405.4,629.79,1121.19,13.28,305,0.79,3063.55
2007M01,52.01,6.58,1.7,2.75,1.79,731,637.59,2.69,0.65,2809.34,78.2,5669.66,1666.09,11361.82,36811.14,3786.68,631.17,1146.65,12.84,313,0.8,3095.78
2007M02,55.68,7.97,1.82,2.69,1.78,763,645.2,2.71,0.65,2832.2,82.66,5676.45,1779.6,12933.25,41184.25,3309.5,664.75,1204.55,13.91,315,0.84,3182.84
2007M03,59.05,7.12,1.92,2.58,1.77,769,660.93,2.69,0.66,2761.73,88.55,6452.48,1914.05,13892.96,46324.77,3271.3,654.9,1218.77,13.18,318.67,0.81,3298.14
2007M04,63.84,7.59,1.98,2.53,1.98,827.5,743.45,2.69,0.67,2814.79,91.26,7766.47,2000.95,14052.9,50266.84,3557.47,679.37,1275.81,13.72,316.5,0.86,3361.26
2007M05,64.54,7.61,2,2.5,1.94,894,816.09,2.7,0.67,2792.75,102.02,7681.42,2101.25,14140,52179.05,3831.26,667.31,1300.65,13.15,317.6,0.89,3397.24
2007M06,65.76,7.3,2.02,2.63,2.07,979,833.19,2.68,0.67,2676.93,103.21,7474.38,2425.2,14099.76,41718.57,3602.85,655.66,1286.24,13.14,323.25,0.94,3409.32
2007M07,69.46,6.22,2.16,2.59,2.13,929,854.52,2.67,0.68,2732.44,106.09,7972.57,3082.76,14737.84,33425.68,3545.58,665.38,1303.02,12.91,328.8,1.14,3364.03
2007M08,67.21,6.2,1.91,2.72,2.07,910,830.65,2.69,0.68,2515.77,121.89,7513.5,3119.46,15174.32,27652.27,3252.52,665.41,1263.61,12.33,327.5,1.23,3307.6
2007M09,73.25,6.1,1.93,2.82,2.13,930,851.63,2.69,0.69,2391.25,148.65,7648.98,3226.55,15023,29537.5,2881.4,712.65,1307.65,12.83,325,1.03,3302.92
2007M10,77.14,6.8,1.91,2.96,2.25,1010,926.2,2.67,0.71,2442.37,168.11,8008.44,3719.72,16071.3,31055.44,2975.33,754.6,1410.7,13.67,329.2,0.97,3280.16
2007M11,86.73,7.14,1.97,2.89,2.21,1131,998.57,2.72,0.73,2506.89,195.09,6966.71,3328.18,16691.82,30610.23,2541.32,806.25,1448.73,14.7,342,1.05,3348.08
2007M12,85.75,7.15,2.11,3.03,2.31,1153,1002.22,2.73,0.72,2381.69,190.12,6587.67,2596.03,16263.06,25991.94,2353.08,803.2,1492.9,14.3,360.67,0.93,3433.31
2008M01,87.17,8,2.2,3.08,2.38,1285,1122.15,2.77,0.73,2445.52,193.37,7061.02,2608.14,16337.27,27689.55,2340.11,889.6,1583.3,15.91,375.6,1.03,3438.78
2008M02,89.96,8.55,2.5,3.47,2.4,1382,1268.63,2.89,0.73,2776.93,186.12,7887.69,3079.88,17210,27955.48,2438.14,922.3,1999.67,17.57,464.75,1.05,3387.51
2008M03,96.78,9.4,2.73,3.3,2.26,1471,1377.22,3.01,0.77,3005.29,197.12,8439.29,3008.58,19803.95,31225.26,2511.47,968.43,2025.19,19.32,594,1.23,3348.3
2008M04,103.47,10.13,2.61,3.1,2.49,1443,1320.11,3.16,0.78,2959.27,195.95,8684.93,2822.75,21658.64,28763.18,2263.8,909.71,1988.41,17.5,907,1.23,3410.54
2008M05,118.95,11.23,2.68,3.13,2.48,1502,1326.45,3.51,0.77,2902.9,192.95,8382.75,2234.63,24062.25,25735,2182.1,888.66,2052.45,17.06,901.8,1.32,3485.76
2008M06,127.59,12.68,3,3.22,2.67,1551,1293.21,3.66,0.77,2957.86,183.93,8260.6,1863.05,22229.29,22549.05,1894.48,889.49,2039.24,16.97,757,1.41,3565.33
2008M07,131.22,11.15,2.97,3.25,2.76,1436,1213.48,3.93,0.78,3071.24,180.5,8414.04,1944.91,23139.35,20160.22,1852.37,939.77,1904.43,18.03,731.75,1.43,3654.88
2008M08,113.21,8.25,2.82,3.23,2.74,1193,963.57,3.84,0.74,2764.38,178.74,7634.7,1923.58,20026.25,18927.75,1723.28,839.03,1485.55,14.64,693.5,1.13,3704.49
2008M09,95.97,7.69,2.7,3.16,2.67,1110,826.02,3.56,0.71,2525.82,139.64,6990.86,1868.36,18368.86,17794.55,1735.48,829.93,1223.18,12.37,683.8,0.92,3748.63
2008M10,68.62,6.73,2.27,2.72,2.3,856,635.75,3.11,0.53,2121.41,88.67,4925.7,1480.11,14401.74,12139.78,1302.11,806.62,912.57,10.44,609.25,0.91,3804.36
2008M11,51.38,6.67,2.05,2.69,1.97,719,581.25,2.73,0.5,1852.43,64.95,3717,1291.1,13643.5,10701.5,1152.6,760.86,840.3,9.87,552,0.85,3740.82
2008M12,41,5.79,2.39,2.62,1.93,740,587.24,2.66,0.53,1490.43,69.98,3071.98,962.88,11240,9686.43,1100.57,816.09,839.7,10.29,531.8,0.76,3775.49
2009M01,44.97,5.24,2.63,2.83,2.19,734,658.55,2.64,0.52,1413.12,72.51,3220.69,1132.74,11372.86,11306.91,1187.41,858.69,947.41,11.27,580,0.78,3828.99
2009M02,43.14,4.52,2.65,2.85,2.14,673,655.66,2.54,0.5,1330.2,75.59,3314.73,1100.53,11039.25,10408.75,1112.08,943,1033.25,13.41,590.75,0.77,4097.5
2009M03,45.58,3.95,2.51,2.83,2.22,625,660.48,2.61,0.52,1335.84,64.07,3749.75,1238.91,10675.91,9696.36,1216.75,924.27,1081.77,13.12,588.25,0.85,4203.6
2009M04,50.18,3.5,2.56,2.97,2.51,747,799.7,2.64,0.52,1420.85,59.78,4406.55,1383.1,11743.5,11166,1378.85,890.2,1165.45,12.48,549.67,0.9,4191.18
2009M05,57.4,3.81,2.48,3.33,2.69,842.5,872.61,2.72,0.54,1460.45,62.69,4568.63,1440.16,13793.42,12634.74,1483.79,928.65,1128.67,13.98,533,0.89,4226.73
2009M06,69.21,3.8,2.7,3.3,2.78,747,788.57,2.74,0.55,1573.73,71.66,5013.96,1674.46,14985.68,14960.46,1557.27,945.67,1217.86,14.65,574.5,0.82,4245.09
2009M07,64.97,3.39,2.79,3.11,2.96,685,698.48,2.79,0.56,1667.96,83.95,5215.54,1678.61,14038.91,15984.57,1578.61,934.23,1162.26,13.36,572,0.72,4238.86
2009M08,71.32,3.15,2.96,3.3,2.99,747,746.05,2.8,0.56,1933.75,97.67,6165.3,1900.1,14869.75,19641.75,1821.68,949.38,1244.57,14.36,526.25,0.84,4272.56
2009M09,67.91,2.96,3.14,3.27,3.16,701,703.85,2.81,0.54,1834.11,80.71,6196.43,2204.55,14869.09,17473.18,1884.02,996.59,1288.7,16.39,518.75,1.03,4300.35
2009M10,73.28,4.02,3.37,3.41,3.03,706,724.66,2.75,0.49,1878.57,86.79,6287.98,2240.77,15008.86,18525.23,2071.59,1043.16,1332.77,17.24,493,1.15,4329.45
2009M11,77.63,3.69,3.38,3.36,3.06,729,763.33,2.83,0.5,1949.29,99.26,6675.6,2308.76,14942.38,16991.19,2193.38,1127.04,1400.62,17.82,542.75,1.15,4427.4
2009M12,75.49,5.37,3.5,3.49,2.97,768,821.81,2.88,0.49,2180.1,105.07,6981.71,2328.52,15546.91,17066.43,2375.95,1134.72,1437.48,17.64,591,1.01,4460.68
2010M01,76.64,5.81,3.53,3.5,2.9,784,830.88,3.02,0.48,2235.15,125.72,7386.25,2368.38,17714.75,18439.25,2434.45,1117.96,1557.9,17.75,568.8,1.09,4465.53
2010M02,73.56,5.34,3.28,3.48,2.85,798,830,3.21,0.46,2048.93,127.49,6848.18,2123.68,16361.75,18976,2156.9,1095.41,1520.35,15.87,535,0.98,4389.29
2010M03,77.37,4.29,3.09,3.63,2.62,921,862.83,3.4,0.45,2205.63,139.69,7462.83,2172.09,17549.35,22461.3,2275.07,1113.34,1599.43,17.11,502.2,0.95,4206.93
2010M04,83.09,4.01,3.22,3.73,2.77,940,862.71,3.66,0.45,2316.73,172.47,7745.08,2264.85,18683.5,26030.75,2366.68,1148.69,1710.5,18.06,466,0.99,4179.79
2010M05,76.87,4.16,3.18,3.82,2.8,932,855.31,3.58,0.42,2040.53,161.35,6837.68,1882.68,17566.05,22008.16,1968.37,1205.43,1624.86,18.43,451.33,1.05,4244.58
2010M06,73.98,4.79,3.23,4.21,2.72,993,825.68,3.33,0.41,1931.39,143.63,6499.3,1703.96,17319.77,19388.64,1742.84,1232.92,1553.23,18.45,440,1.2,4337.81
2010M07,72.65,4.63,3.23,4.48,2.86,1031,844.43,3.27,0.43,1988.27,126.36,6735.25,1836.98,18191.36,19517.5,1843.89,1192.97,1525.59,17.96,441.8,1.3,4381.85
2010M08,74.18,4.31,3.07,4.66,2.99,1170,943.73,3.41,0.43,2118.14,145.34,7283.95,2075.24,20754.76,21413.33,2044.57,1215.81,1540.59,18.39,452.75,1.14,4350.09
2010M09,75.27,3.9,2.88,4.91,3,1275,948.88,3.39,0.44,2162.34,140.63,7709.3,2184.23,22701.14,22643.41,2151.41,1270.98,1591.75,20.55,476.5,1.05,4358.35
2010M10,80.34,3.43,2.93,4.8,3.03,1412,1025.83,3.37,0.45,2346.57,148.48,8292.41,2379.67,26342.62,23807.38,2372.14,1342.02,1688.69,23.39,486,1.09,4357.49
2010M11,83.7,3.73,2.91,5.15,3.03,1512,1131.36,3.5,0.45,2333.07,156.1,8469.89,2376.73,25519.09,22909.32,2291.68,1369.89,1692.77,26.54,514.5,0.82,4372.18
2010M12,89.07,4.24,3.06,5.47,3.04,1715,1234.64,3.88,0.43,2350.67,163.1,9147.26,2412.93,26163.33,24111.19,2280.93,1390.55,1711.39,29.32,532,0.72,4354.81
2011M01,92.37,4.49,3.16,5.82,3.02,2038,1303.57,4.19,0.44,2439.53,179.18,9555.7,2601.65,27465.25,25646.25,2371.55,1360.46,1785.43,28.51,516.8,0.73,4370.78
2011M02,100.25,4.07,3.47,6.35,2.88,2256,1327.21,4.08,0.45,2508.18,187.18,9867.6,2586.68,31526,28252.25,2465.13,1374.68,1825.9,30.78,524,0.88,4317.07
2011M03,108.58,3.97,3.39,6.44,2.76,1925,1241.74,4.19,0.46,2555.5,169.36,9503.36,2624.02,30590.93,26710.35,2341.48,1423.26,1770.17,35.81,492.75,0.85,4537.68
